,math score,reading score,writing score,gender_female,gender_male,race/ethnicity_group A,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental level of education_associate's degree,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,lunch_free/reduced,lunch_standard,test preparation course_completed,test preparation course_none
982,79,85,86,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
983,78,87,91,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
984,74,75,82,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
985,57,51,54,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
986,40,59,51,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
987,81,75,76,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
988,44,45,45,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
989,67,86,83,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
990,86,81,75,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
991,65,82,78,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
992,55,76,76,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
993,62,72,74,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
994,63,63,62,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
995,88,99,95,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
996,62,55,55,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
997,59,71,65,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
998,68,78,77,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
999,77,86,86,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
